app_id,app_name,review_text,review_score,review_votes
105600,Terraria,"Terraria is 8/7. The soundtrack is straight fire, the weapons are awesome, and there are lots of references. If you don't like this game, then go play minecraft you nerd.",1,1
105600,Terraria,Worth your time and money.,1,1
105600,Terraria,No fun... Few hours of gameplay.....,1,1
105600,Terraria,With over 250 hours played I admit that this is one of the most enjoyable games I've ever purchased. Many people compare it to a 2-d sidescrolling Minecraft-style game that is more combat and treasure oriented...  ...they are absolutely right. If you buy this game do yourself a favor and avoid looking up hints on the web and enjoy discovering the many cool aspects of Terraria.  I STRONGLY recommend this game.,1,1
105600,Terraria,10/10 would fight Moon Lord again,1,1
105600,Terraria,just started a new world played one time befor and got far i love this game but it can be i little dull at times but very replayable. once you beat wall of flesh it all gets 2x times as fun 9/10 sorry for bad spelling,1,0
105600,Terraria,This game is great. It is nothing like a Minecraft spinoff. Most of the negative reviews come from people who are too impatient to learn the game. Roleplaying and making your own story is an amazing thing to do once you have finished the game multiple times. Do recommend.,1,0
105600,Terraria,Cool! Can't add anything else about it... fabulous game!!! (without any sarcasm),1,1
105600,Terraria,An awesome game with lots to do when u think u r done and know every thing kill wall of flesh new stuff so cool ],1,0
105600,Terraria,"a lot of people call this game a 2d minecraft. trust me, it is much much more than that. actual NPCs to talk too and buy things from, boss fights, different world sizes, TONS of items, from magical ones, weapons, armor, etc. if you have the money, buy this game, you wont regret it.",1,0
105600,Terraria,Terraria Is a great game with a simple idea. The game has started small and the content is now huge.,1,0
105600,Terraria,One of the most fun and adicting games I've played It's so fun in my opinion better then Minecraft.,1,0
105600,Terraria,Hell yeah its awsome gett it,1,0
105600,Terraria,Great game you will spend hours on this game,1,0
105600,Terraria,Prepare to sink all of your free time into this game. Especially if you play with friends.,1,0
105600,Terraria,"I really like this game, and I still enjoy playing it. I prefer it over Minecraft, here are some reasons why. The variety of creatures/enemies is amazing, it is like there is no end to how many there are. The options during character creation. Yes, I know there are alot of options with Minecraft, but Terraria is a whole lot easier to use. My final reason is the length of gameplay, compared to Minecraft it is not as long. But then there is the sandbox section of the game. In Minecraft you can build anything, in Terraria you also can build anything. You don't even have to work for the items if you don't want to, just download an inventory editor (such as TSGE) and give yourself over 9000 of that item. I definitely recommend this game to anyone who likes Sandbox/Adventure or just enjoys good games in general.    P.S. Also I forgot to mention that the variety of bosses in Terraria compared to the variety of bosses in Minecraft is no contest. Terraria definitely wins. Have fun and enjoy the game.",1,0
105600,Terraria,Overall a good game although it can get a bit boring if you play it a lot.,1,0
105600,Terraria,HIGHLY RECCOMEND GAME. Pve to Pvp. Build nice houses OR GIANT KINDOMS! Have npcs to help you. Cause in this world... You are you.,1,0
105600,Terraria,"'I'm just going to play a little bit of Terraria' - Last words heard from man, now missing 3 days.",1,0
105600,Terraria,"Community is great, game is great. Only gripe is that there isn't more.",1,0
105600,Terraria,I've played the IOS version and it's great. But the PC version being the 'full version' with better controls as well..i'm disapointed it's not on MAC. And i speak for many when i say this,1,0
105600,Terraria,"You better play Terraria or you are a nobody. This game is the bee's knees. Dig, dig, dig.",1,0
105600,Terraria,"I absolutely love this game. With almost 800 hours put into this, I can definitely say this game would be the best in my Library(I only have 16 games though) But this game is definitely worth its price",1,0
105600,Terraria,Hours of fun is on the other side of that play now button so click it and have fun !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,0
105600,Terraria,"This is a side-scrolling Minecraft, making it a beautiful RPG, within which you can make your own story...",1,0
105600,Terraria,Killed a giant bee with a sword that shoots cats. 10/10,1,0
105600,Terraria,"If you love Minecraft but you get overwhelmed by the sheer size of the world, this is the right mix for you.",1,0
105600,Terraria,If you like Minecraft and thought how it could be in a 2D sidescroller format this is the game for you. There are various enemies and regions in the game which keeps it entertaining while you create what you wish.,1,0
105600,Terraria,BEST GAME 10/10 (2016),1,0
105600,Terraria,10/10  One of the best games Ive played in a while,1,0
105600,Terraria,"This game is awesome!I am too lazy to write about good stuff in it,but it can be hard for new players because it have no tutorial,having an experienced friend might help much.",1,0
105600,Terraria,"More adventure based than minecraft, compared to minecraft this game is more about exploring and looking for treasure to upgrade youre character.",1,0
105600,Terraria,I remember when this game came out and everyone was 'ooh Mariocraft heueuheuehuhe' ... We were so wrong...,1,0
105600,Terraria,GET IT NOW,1,0
105600,Terraria,"Everyone told me to get this game, and I told them I didn't want to, but finally I decided to on Friday when it went on sale and man am I glad I got it. They were right, it's so fun. I'm officially addicted :P",1,0
105600,Terraria,I would buy this game! It's so fun and the music is so great!,1,0
105600,Terraria,"Terraria is an amazing game for many reasons, 1, the amount of items that can change your play style to your requirements, from a simple musket to a terra blade you choose the way you want to play. Class specific armour really helps you follow that path, 2, the creative side of terraria is amazing as you have such a broad overview and the accesibility of blocks allows you to be creative straight from the start, 3, npc's are amazing, 4, there is no story but the bosses available to kill really gives you a reason to play other than getting the best gear possible, the feeling of finally being able to kill the eye of cathulu drove me to kill the brain of cathulu and so on and so forth. In conclusion its a well rounded game with many aspects to follow and i highly recommend buying this game to play by yourself or with your mates",1,0
105600,Terraria,"If you like sandbox games... terraria is one of the cheapest games and greater value for your cash. 10 USD will get you a few hunderd hours, double or triple that if you are a collector or intense builder. The game has capture the flag and such multiplayer servers along with roleplaying. If you enjoyed minecraft this is a must have.",1,0
105600,Terraria,Its good...I MEAN AWESOME,1,0
105600,Terraria,We have wings with actual flight not 'wings' (falling with style),1,0
105600,Terraria,"I'm a console player of this game. I have it on Playstation 3 so my review will be based on the console version of the game, which before 1.2 came out, was pretty much the same as the Personal Computer version. This game is an Action-Adventure/Sandbox game, and it's a good one at that. The concept is fairly simple to understand. You start out at the bottom and rise to the top. There's no story to it, I feel you kinda make your own story up in the game using your imagination and that's one thing out of the many that makes this game a very fun experience.  It's mainly about making your own character and starting out on a randomly generated world, you have to learn how to fend for yourself against the other inhabbitants (Zombies, Slimes, Big Eaters, etc.) To do this you must first make a place of your own to live in (using materials you find, like wood). Then once you've built a house. It's time for the real exploring to happen, you must craft better tools to learn how to live easier within the world, to do this you'll have to go through more dangerous biomes (for example; The Crimson). Once you've collected enough material you'll be able to upgrade to better weapons and armour. Then you'll be able to fight bosses like; Skeletron and The Eater Of Worlds, killing these bosses will unlock more possibilities in the game. This is basically the games concept, it's a very fun open world adventure game.   Pros -  - Fun - Big Updates  - Tons of replayability value - Affordable  Cons -  - Optimization problems (on the Personal Computer version)  It's a really good game, I've spent enough time on it to safely say this is a very good buy for 6 pounds of your money.   The score I will give this game is; 8.5/10",1,0
105600,Terraria,100000/10 would buy again,1,0
105600,Terraria,better than minecraft :D,1,1
